name,sku,barcode,regular_price,stock,height_cm,color,status
Тестовий світильник 388,QA-00388,48200000388,4699,7,50,сірий,draft
Тестовий світильник 389,QA-00389,48200000389,5199,8,75,чорний,draft
Тестовий світильник 390,QA-00390,48200000390,5699,9,100,зелений,draft
Тестовий світильник 391,QA-00391,48200000391,3699,10,50,сірий,draft
Тестовий світильник 392,QA-00392,48200000392,4199,11,75,чорний,draft
Тестовий світильник 393,QA-00393,48200000393,4699,12,100,зелений,draft
Тестовий світильник 394,QA-00394,48200000394,5199,13,50,сірий,draft
Тестовий світильник 395,QA-00395,48200000395,5699,14,75,чорний,draft
Тестовий світильник 396,QA-00396,48200000396,3699,15,100,зелений,draft
Тестовий світильник 397,QA-00397,48200000397,4199,16,50,сірий,draft
Тестовий світильник 398,QA-00398,48200000398,4699,17,75,чорний,draft
Тестовий світильник 399,QA-00399,48200000399,5199,18,100,зелений,draft
Тестовий світильник 400,QA-00400,48200000400,5699,19,50,сірий,draft
Тестовий світильник 401,QA-00401,48200000401,3699,0,75,чорний,draft
Тестовий світильник 402,QA-00402,48200000402,4199,1,100,зелений,draft
Тестовий світильник 403,QA-00403,48200000403,4699,2,50,сірий,draft
Тестовий світильник 404,QA-00404,48200000404,5199,3,75,чорний,draft
Тестовий світильник 405,QA-00405,48200000405,5699,4,100,зелений,draft
Тестовий світильник 406,QA-00406,48200000406,3699,5,50,сірий,draft
Тестовий світильник 407,QA-00407,48200000407,4199,6,75,чорний,draft
Тестовий світильник 408,QA-00408,48200000408,4699,7,100,зелений,draft
Тестовий світильник 409,QA-00409,48200000409,5199,8,50,сірий,draft
Тестовий світильник 410,QA-00410,48200000410,5699,9,75,чорний,draft
Тестовий світильник 411,QA-00411,48200000411,3699,10,100,зелений,draft
Тестовий світильник 412,QA-00412,48200000412,4199,11,50,сірий,draft
Тестовий світильник 413,QA-00413,48200000413,4699,12,75,чорний,draft
Тестовий світильник 414,QA-00414,48200000414,5199,13,100,зелений,draft
Тестовий світильник 415,QA-00415,48200000415,5699,14,50,сірий,draft
Тестовий світильник 416,QA-00416,48200000416,3699,15,75,чорний,draft
Тестовий світильник 417,QA-00417,48200000417,4199,16,100,зелений,draft
Тестовий світильник 418,QA-00418,48200000418,4699,17,50,сірий,draft
Тестовий світильник 419,QA-00419,48200000419,5199,18,75,чорний,draft
Тестовий світильник 420,QA-00420,48200000420,5699,19,100,зелений,draft
Тестовий світильник 421,QA-00421,48200000421,3699,0,50,сірий,draft
Тестовий світильник 422,QA-00422,48200000422,4199,1,75,чорний,draft
Тестовий світильник 423,QA-00423,48200000423,4699,2,100,зелений,draft
Тестовий світильник 424,QA-00424,48200000424,5199,3,50,сірий,draft
Тестовий світильник 425,QA-00425,48200000425,5699,4,75,чорний,draft
Тестовий світильник 426,QA-00426,48200000426,3699,5,100,зелений,draft
Тестовий світильник 427,QA-00427,48200000427,4199,6,50,сірий,draft
Тестовий світильник 428,QA-00428,48200000428,4699,7,75,чорний,draft
Тестовий світильник 429,QA-00429,48200000429,5199,8,100,зелений,draft
Тестовий світильник 430,QA-00430,48200000430,5699,9,50,сірий,draft
Тестовий світильник 431,QA-00431,48200000431,3699,10,75,чорний,draft
Тестовий світильник 432,QA-00432,48200000432,4199,11,100,зелений,draft
Тестовий світильник 433,QA-00433,48200000433,4699,12,50,сірий,draft
Тестовий світильник 434,QA-00434,48200000434,5199,13,75,чорний,draft
Тестовий світильник 435,QA-00435,48200000435,5699,14,100,зелений,draft
Тестовий світильник 436,QA-00436,48200000436,3699,15,50,сірий,draft
Тестовий світильник 437,QA-00437,48200000437,4199,16,75,чорний,draft
Тестовий світильник 438,QA-00438,48200000438,4699,17,100,зелений,draft
Тестовий світильник 439,QA-00439,48200000439,5199,18,50,сірий,draft
Тестовий світильник 440,QA-00440,48200000440,5699,19,75,чорний,draft
Тестовий світильник 441,QA-00441,48200000441,3699,0,100,зелений,draft
Тестовий світильник 442,QA-00442,48200000442,4199,1,50,сірий,draft
Тестовий світильник 443,QA-00443,48200000443,4699,2,75,чорний,draft
Тестовий світильник 444,QA-00444,48200000444,5199,3,100,зелений,draft
Тестовий світильник 445,QA-00445,48200000445,5699,4,50,сірий,draft
Тестовий світильник 446,QA-00446,48200000446,3699,5,75,чорний,draft
Тестовий світильник 447,QA-00447,48200000447,4199,6,100,зелений,draft
Тестовий світильник 448,QA-00448,48200000448,4699,7,50,сірий,draft
Тестовий світильник 449,QA-00449,48200000449,5199,8,75,чорний,draft
Тестовий світильник 450,QA-00450,48200000450,5699,9,100,зелений,draft
Тестовий світильник 451,QA-00451,48200000451,3699,10,50,сірий,draft
Тестовий світильник 452,QA-00452,48200000452,4199,11,75,чорний,draft
Тестовий світильник 453,QA-00453,48200000453,4699,12,100,зелений,draft
Тестовий світильник 454,QA-00454,48200000454,5199,13,50,сірий,draft
Тестовий світильник 455,QA-00455,48200000455,5699,14,75,чорний,draft
Тестовий світильник 456,QA-00456,48200000456,3699,15,100,зелений,draft
Тестовий світильник 457,QA-00457,48200000457,4199,16,50,сірий,draft
Тестовий світильник 458,QA-00458,48200000458,4699,17,75,чорний,draft
Тестовий світильник 459,QA-00459,48200000459,5199,18,100,зелений,draft
Тестовий світильник 460,QA-00460,48200000460,5699,19,50,сірий,draft
Тестовий світильник 461,QA-00461,48200000461,3699,0,75,чорний,draft
Тестовий світильник 462,QA-00462,48200000462,4199,1,100,зелений,draft
Тестовий світильник 463,QA-00463,48200000463,4699,2,50,сірий,draft
Тестовий світильник 464,QA-00464,48200000464,5199,3,75,чорний,draft
Тестовий світильник 465,QA-00465,48200000465,5699,4,100,зелений,draft
Тестовий світильник 466,QA-00466,48200000466,3699,5,50,сірий,draft
Тестовий світильник 467,QA-00467,48200000467,4199,6,75,чорний,draft
Тестовий світильник 468,QA-00468,48200000468,4699,7,100,зелений,draft
Тестовий світильник 469,QA-00469,48200000469,5199,8,50,сірий,draft
Тестовий світильник 470,QA-00470,48200000470,5699,9,75,чорний,draft
Тестовий світильник 471,QA-00471,48200000471,3699,10,100,зелений,draft
Тестовий світильник 472,QA-00472,48200000472,4199,11,50,сірий,draft
Тестовий світильник 473,QA-00473,48200000473,4699,12,75,чорний,draft
Тестовий світильник 474,QA-00474,48200000474,5199,13,100,зелений,draft
Тестовий світильник 475,QA-00475,48200000475,5699,14,50,сірий,draft
Тестовий світильник 476,QA-00476,48200000476,3699,15,75,чорний,draft
Тестовий світильник 477,QA-00477,48200000477,4199,16,100,зелений,draft
Тестовий світильник 478,QA-00478,48200000478,4699,17,50,сірий,draft
Тестовий світильник 479,QA-00479,48200000479,5199,18,75,чорний,draft
Тестовий світильник 480,QA-00480,48200000480,5699,19,100,зелений,draft
Тестовий світильник 481,QA-00481,48200000481,3699,0,50,сірий,draft
Тестовий світильник 482,QA-00482,48200000482,4199,1,75,чорний,draft
Тестовий світильник 483,QA-00483,48200000483,4699,2,100,зелений,draft
Тестовий світильник 484,QA-00484,48200000484,5199,3,50,сірий,draft
Тестовий світильник 485,QA-00485,48200000485,5699,4,75,чорний,draft
Тестовий світильник 486,QA-00486,48200000486,3699,5,100,зелений,draft
